25.38069	0.7356163	1.063818
25.29413	0.7633908	0.6723325
25.32084	0.762942	-0.09287384
26.16239	0.7659556	0.152289
25.36798	0.7933577	-0.2534287
26.00527	0.8613676	-0.1640649
25.88898	0.8963169	-0.5303225
24.57864	0.8382907	-0.8677002
25.15517	0.8693717	-0.4224206
25.72646	0.9782444	-0.7463289
24.81488	0.9343931	-1.045395
25.15355	0.9881223	-1.296024
25.02362	0.9855468	-1.500105
24.66558	0.9757481	-2.009127
24.97332	1.010729	-1.834265
24.54255	1.082333	-2.030693
24.47236	1.040121	-2.241985
23.6708	1.062204	-2.414893
23.10852	1.09641	-2.608439
23.32606	1.160452	-2.318841
23.51575	1.132521	-2.697811
23.10199	1.15259	-2.349513
23.07927	1.140184	-2.849064
22.30044	1.113492	-2.997998
22.11313	1.186202	-3.204172
22.25826	1.189114	-3.51245
21.333	1.231897	-3.3258
21.29997	1.241219	-3.358831
21.28819	1.251795	-3.501646
20.20617	1.30633	-3.869102
19.8966	1.267072	-3.803051
20.17503	1.275367	-3.51253
19.45801	1.364443	-3.99074
19.05032	1.321916	-3.639196
19.14442	1.39096	-4.535682
18.4355	1.335321	-3.744945
18.08421	1.423359	-4.420542
17.39911	1.381938	-4.601534
17.07984	1.420914	-3.824959
16.1262	1.472827	-3.95475
16.36184	1.464027	-4.003385
15.63569	1.467663	-4.662337
15.55012	1.51746	-4.273719
15.24832	1.5031	-4.044025
14.26279	1.520141	-4.698062
13.96048	1.573146	-5.032365
13.63781	1.566951	-4.990904
13.1485	1.591716	-4.45625
12.3753	1.62616	-4.328083
12.55839	1.648282	-4.431935
11.71827	1.679179	-4.459552
10.99519	1.651961	-4.102738
10.97832	1.689393	-4.762109
10.14701	1.728434	-4.756978
10.09269	1.729699	-4.343809
9.64457	1.808595	-4.639441
9.341877	1.782794	-4.203126
8.615254	1.884512	-4.311616
8.821033	1.831416	-4.168766
8.005974	1.96604	-3.625553
7.730775	1.940595	-4.034381
6.869147	1.955318	-3.356661
7.04054	2.091356	-3.618058
6.096622	2.122862	-2.991481
6.018233	2.176838	-3.190968
5.452309	2.269008	-2.362956
5.780149	2.350653	-2.409347
5.751282	2.399056	-1.5502
5.155387	2.548411	-1.027061
4.998598	2.64081	-0.775703
4.705897	2.719343	0.3635399
5.184515	2.860923	0.871208
5.107773	2.922742	1.072007
4.850741	3.104268	1.755781
6.005131	3.190031	1.776367
5.646317	-3.115994	2.506136
5.358672	-3.005982	3.304336
5.882792	-2.878714	3.255099
6.361756	-2.861339	4.186973
7.323691	-2.840141	3.856017
7.628759	-2.783213	4.248146
7.832033	-2.717858	4.17322
8.782363	-2.657161	4.417689
8.466428	-2.66525	4.645396
9.291522	-2.626352	4.653436
9.798837	-2.611289	4.32196
9.802091	-2.630737	4.404867
10.68456	-2.579587	4.696358
10.39385	-2.593059	4.474467
11.71653	-2.562531	4.727339
12.41835	-2.60434	5.088445
12.22652	-2.560613	5.054863
12.86009	-2.581386	5.086446
13.2295	-2.550653	4.90432
13.64225	-2.562944	4.892821
14.30946	-2.558143	4.496727
14.80702	-2.569118	5.276673
15.15301	-2.570225	4.469576
16.18677	-2.590798	5.01852
15.94577	-2.596823	4.287804
16.93662	-2.595538	5.128914
17.30411	-2.572383	4.587093
18.38249	-2.586137	4.685169
18.48209	-2.610702	4.286584
18.81681	-2.651658	4.378699
18.53353	-2.613746	4.252107
20.10848	-2.571242	4.579152
20.42433	-2.663803	4.177482
20.48433	-2.676476	3.995549
20.60912	-2.657836	4.302915
20.76407	-2.691742	4.208127
21.57911	-2.721595	3.647271
21.77882	-2.781427	3.681834
22.661	-2.697072	3.794663
23.17224	-2.765983	3.506228
23.50859	-2.765187	3.333197
23.16926	-2.815928	2.775023
23.49061	-2.807452	3.305063
23.90931	-2.774659	2.905008
24.71213	-2.798194	2.375526
24.50055	-2.850952	2.957432
24.93166	-2.874936	2.63668
25.07175	-2.902363	2.270235
25.80796	-2.859516	1.933196
25.33367	-2.902125	1.889512
25.39906	-2.942523	1.814368
26.10587	-2.931676	1.921078
25.86336	-2.885189	1.92658
26.18964	-2.972523	1.633477
27.25929	-2.977996	0.8431943
26.84381	-2.997402	0.5944945
26.46937	-3.0276	0.4307284
26.69194	-3.01199	0.4542462
26.71272	-3.077016	0.4967585
26.35802	-3.091393	0.4233448
26.59057	-3.058941	-0.2498442
27.25246	-3.080026	-0.1615265
26.98908	-3.142895	-0.6116327
26.95409	3.136512	-0.7303194
26.82677	3.127371	-0.5252817
26.08648	3.041601	-0.3797731
26.5132	3.162864	-0.6746881
26.41086	3.072313	-1.062124
26.16847	3.054394	-0.855942
26.49653	3.02722	-1.607786
26.44731	2.999942	-1.436008
25.76844	3.019702	-1.631517
25.62843	2.994471	-1.70553
24.65146	2.965886	-1.641908
24.86058	2.940754	-1.973935
24.99457	2.930138	-2.492785
25.0204	2.950248	-2.652488
24.41514	2.874453	-1.954509
24.6376	2.873031	-2.305615
23.49842	2.894761	-2.544379
23.41546	2.848655	-2.969744
23.41126	2.799455	-3.477012
23.42996	2.745711	-2.707678
23.20885	2.799455	-2.949602
22.55101	2.717181	-2.6054
22.03597	2.700465	-3.400656
22.0803	2.729034	-2.811046
21.77567	2.726489	-2.799984
21.19191	2.639066	-3.306777
21.27178	2.705673	-3.3833
20.15003	2.693803	-3.971271
19.91012	2.616682	-3.29532
19.9648	2.60466	-3.664102
19.43162	2.594538	-3.651343
19.2581	2.559822	-3.716461
18.85725	2.556778	-3.53147
17.93832	2.487744	-4.222883
17.59633	2.562146	-3.317883
17.43484	2.493576	-3.802615
17.19806	2.46371	-3.313897
16.86157	2.445369	-3.743524
16.63302	2.398815	-3.455295
16.17436	2.400763	-3.361253
15.51247	2.356317	-3.456733
15.46745	2.394427	-4.449697
15.19847	2.347791	-3.728088
14.97007	2.293741	-2.90921
14.52778	2.348663	-3.34851
13.86484	2.29853	-3.203442
13.37045	2.293074	-3.215725
13.64596	2.189595	-2.987211
12.8856	2.169303	-2.779369
13.2691	2.161844	-2.405718
